text,actual,predicted,confidence
help to talk with a person,contact_human_agent,contact_human_agent,0.9956039936898486
can you help me to ask for damn restitutions of money?,get_refund,get_refund,0.9947267492762245
I do not know how I can see hlw soon can I expect my package,delivery_period,delivery_period,0.9927826969871484
can you show me what delivery methods I can choose?,delivery_options,delivery_options,0.9938295571462653
camceling order {{Order Number}},cancel_order,cancel_order,0.9875996960400447
need to locate my invoice #37777 how do i do it,check_invoice,check_invoice,0.9902148308699704
i want assistance to buy a few of ur article,place_order,place_order,0.9939878694721505
I need help to submit feedback about your products,review,review,0.9962362504114717
I need assistance to see the allowed payment options,check_payment_methods,check_payment_methods,0.9960832204060325
help to unsubscribe to the company newsletter,newsletter_subscription,newsletter_subscription,0.9972192569459551
I want herlp to obtain reimbursements of money,get_refund,get_refund,0.9942665375640782
add product to purchase {{Order Number}},change_order,change_order,0.9847660906066809
how doI see the early termination penalty?,check_cancellation_fee,check_cancellation_fee,0.9955330370244081
see invoices from {{Person Name}},check_invoice,check_invoice,0.9851494738498138
is it possible to create a freemium account?,create_account,create_account,0.9939054111009225
what do i have to do to see the available payment modalities,check_payment_methods,check_payment_methods,0.9950913287321268
unsubscribe from your corporate newsletter,newsletter_subscription,newsletter_subscription,0.9948296615196487
I have to report a problem with signup,registration_problems,registration_problems,0.9952140642561272
I am waiting for a refund of {{Refund Amount}} dollars,track_refund,track_refund,0.9951660593154754
take a quick look at my invoices from {{Person Name}},check_invoice,check_invoice,0.9948153004125965
I want to give a quick look at my invoice #12588,check_invoice,check_invoice,0.9950036779805301
edit platinum accont,edit_account,edit_account,0.9918543240864516
is it possible to see what delivery options I have?,delivery_options,delivery_options,0.9924849952951941
remove item from order {{Order Number}},change_order,change_order,0.9923649776940509
how to speak with somebody ?,contact_human_agent,contact_human_agent,0.994037238931198
editing {{Account Type}} account,edit_account,edit_account,0.9887971922486476
"I have to report a sign-up issue, can you help me?",registration_problems,registration_problems,0.9934825635718445
i want help creating a {{Account Type}} account for my dad,create_account,create_account,0.9968913013089141
i have got to request reimbirsements of money,get_refund,get_refund,0.9948312732428056
wanna check in wshat situations can i ask for a refund,check_refund_policy,check_refund_policy,0.9934507547403125
I have got to see the early exit fee,check_cancellation_fee,check_cancellation_fee,0.9925972016549668
i need assistance to locate bill #85632,check_invoice,check_invoice,0.9875357567530423
where can i report issues with payment,payment_issue,payment_issue,0.9964895625603157
i dont know what to do to notify of an issue with a sign-up,registration_problems,registration_problems,0.9935676275594832
how can I cancel my subscription to your neswletter?,newsletter_subscription,newsletter_subscription,0.9944230529143997
see in which cases can I request my money back,check_refund_policy,check_refund_policy,0.9951886921842878
i cant pay  inform of a problem with payment,payment_issue,payment_issue,0.9873839521382806
what do i need to do to leave an opinion for a service,review,review,0.9952123672782376
I expect a reimbursmeent of {{Refund Amount}} dollars,track_refund,track_refund,0.9952792431256512
i expect a refund of {{Refund Amount}} dollars has it been processed,track_refund,track_refund,0.9949628518592251
where can I find information about changing my address?,change_shipping_address,change_shipping_address,0.993865603188682
assistance to restore my damn profile access key,recover_password,recover_password,0.9942468002468635
closing {{Account Category}} account,delete_account,delete_account,0.9900915193825769
I want help swapping an item of order {{Order Number}},change_order,change_order,0.9923171040996189
want assistance to reset the pin of my account,recover_password,recover_password,0.9955917862518291
i expect an rebate of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,0.9946508340156375
"I would like to correct order {{Order Number}}, will you help me?",change_order,change_order,0.9910539843879195
I'm trying to check if there are any updates on the rebate,track_refund,track_refund,0.9927255870810402
I am trying to find the shipping perod,delivery_period,delivery_period,0.9176911144022734
I don't know how I can list the payment options,check_payment_methods,check_payment_methods,0.993889427064328
help me cancel purchase {{Order Number}},cancel_order,cancel_order,0.9956288386295817
I don't know how I can speak to an agent,contact_human_agent,contact_human_agent,0.9915517644232165
is it possible to ordet from {{Delivery Country}},delivery_options,delivery_options,0.9917831071017326
want assistance informing of an error with online payment,payment_issue,payment_issue,0.9954751940298222
help me to file a consumer claim,complaint,complaint,0.9957531851393071
what do I need to do to delete a goddamn gold account?,delete_account,delete_account,0.9888141724565335
do you deliver to {{Delivery Country}}?,delivery_options,delivery_options,0.9954080525196819
help me to see in what cases can I ask for reimbursements,check_refund_policy,check_refund_policy,0.9960354130988262
change details on freemium account,edit_account,edit_account,0.9942285743399535
i cant subscribe to the damn company newsletter,newsletter_subscription,newsletter_subscription,0.9964613049549658
I am trying to check my compensation current status,track_refund,track_refund,0.9931447617183989
delete {{Account Category}} account,delete_account,delete_account,0.9925552300846617
"I would like to cancel purchase {{Order Number}}, I need help",cancel_order,cancel_order,0.9870300586196707
could I edit my damn profile?,edit_account,edit_account,0.9786854182799543
can you help me obtaining a compensation?,get_refund,get_refund,0.9925722638276974
order {{Order Number}} current status,track_order,track_order,0.9940657436971424
i want assistance to solve issues with payment,payment_issue,payment_issue,0.9952747678132975
can you help me cancelling the bloody purchase I made?,cancel_order,cancel_order,0.9785981483391586
I don't know what I have to do to make a customer complaint,complaint,complaint,0.9938775821502395
can i place an oeder from {{Delivery City}},delivery_options,delivery_options,0.9947009918904355
I want help to notify of issues with payment,payment_issue,payment_issue,0.9965282665961078
where can i leave my feedback about ur products,review,review,0.9963279591323797
can you help me informing of errors with payment?,payment_issue,payment_issue,0.9952782743649101
I want assistance to see how soon can I expect my purchase,delivery_period,delivery_period,0.9948920869875613
deleting premium account,delete_account,delete_account,0.9941692712947651
is it possible to demand a rebate of my money?,get_refund,get_refund,0.9946096982228972
where do i restore the password ofmy account,recover_password,recover_password,0.9953115629638472
how can i talk wiht customer service,contact_customer_service,contact_customer_service,0.9952126296411726
i have to reset the pin code of my profile,recover_password,recover_password,0.9959398074800374
I do not know how to retrieve my user account pwd,recover_password,recover_password,0.9937816931167446
can i order frlm {{Delivery City}},delivery_options,delivery_options,0.9941716109457531
could I check in what cases can I ask to be reimbursed?,check_refund_policy,check_refund_policy,0.9937369556716692
what do i need to do to chcek when will my article arrive,delivery_period,delivery_period,0.9903070747727295
where can I find information about an address update?,change_shipping_address,change_shipping_address,0.9945512342577215
purchase {{Order Number}} current  status,track_order,track_order,0.9945413251749788
I have to make a claim against your organization,complaint,complaint,0.9949672145302929
I don't know how to make a complaint against your company,complaint,complaint,0.9943776539295506
I do not know how to reset the pass of my profile,recover_password,recover_password,0.9929496799944029
I do not know how to acquire a few of your product,place_order,place_order,0.9943775624910053
could you help me to check what delivery methods I have?,delivery_options,delivery_options,0.9939030024717207
opening standard account for wife,create_account,create_account,0.9959245395757449
how do i shop some products,place_order,place_order,0.9914013379750072
see in which cases can I request to be refunded,check_refund_policy,check_refund_policy,0.9955783515662856
I would like to know about changing my delivery address,change_shipping_address,change_shipping_address,0.9937844669615402
I need to see in what cases can I request to be refunded,check_refund_policy,check_refund_policy,0.9954300175290148
I need to talk with customer service,contact_customer_service,contact_customer_service,0.99642069962327
"I want to see when will my product arrive, I need help",delivery_period,delivery_period,0.9940315407017786
is there a way to send a comment for ur products,review,review,0.9951906708150342
"I want astandard account, could I open it?",create_account,create_account,0.9894853293455413
I need assistance to inform of issues with payments,payment_issue,payment_issue,0.9961198743668592
is it possible to notify of an issue with signup,registration_problems,registration_problems,0.9924573260737453
check accepted payment methoxs,check_payment_methods,check_payment_methods,0.9947666666686007
I expect an reimbursement of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,0.9952185676150371
what do I have to do to close the {{Account Type}} account?,delete_account,delete_account,0.993290001164523
I try to see what shipment options are available,delivery_options,delivery_options,0.99402911102647
how ot edit order {{Order Number}}?,change_order,change_order,0.9948008496551348
deleting {{Account Type}} accoumt,delete_account,delete_account,0.9945249272652293
I do not know how to find invoice #85632,check_invoice,check_invoice,0.9921210905021457
I want help informing of sign-up errors,registration_problems,registration_problems,0.9946491259241945
help me to inform of an issue with online payment,payment_issue,payment_issue,0.9961577375588102
how can i lodge a cuxtomer complaint against ur organization,complaint,complaint,0.9957488653885349
help me sign up to ur company newsletter,newsletter_subscription,newsletter_subscription,0.9964445457785861
can I swap something of order {{Order Number}}?,change_order,change_order,0.9938300996776096
want help to get my money back,get_refund,get_refund,0.9598088724376511
wanna check what payment methods uaccept,check_payment_methods,check_payment_methods,0.9951362142207142
I don't know how I can change to the freemium account,switch_account,switch_account,0.9942381674072207
I don't want purchase {{Order Number}},cancel_order,cancel_order,0.9862342278626287
whaty do i need to do to check the invoice #00108,check_invoice,check_invoice,0.9915457945741771
i have an error trying to correct my address,change_shipping_address,change_shipping_address,0.9956742300776132
can uhelp me check what hours customer support available is,contact_customer_service,contact_customer_service,0.9943534786563202
I want to receive your corporate newsletter,newsletter_subscription,newsletter_subscription,0.9963016585815927
can you help me seeing in what cases can I request a refund?,check_refund_policy,check_refund_policy,0.9943643717645578
how to make a complaint against your organization?,complaint,complaint,0.9954451250551856
I have to see when will my article arrive,delivery_period,delivery_period,0.9947877429071101
how do i check the current status of the reimbursement,track_refund,track_refund,0.9922069503652441
I need help to see if there are any updates on my rebate,track_refund,track_refund,0.9947241309964774
could you help me listing the allowed payment modalities?,check_payment_methods,check_payment_methods,0.9945651296596895
i paid {{Currency Symbol}}{{Refund Amount}} for this order want help getting an rebate,get_refund,get_refund,0.994373437787142
assistance to inform of an issue with registrations,registration_problems,registration_problems,0.9957664333487036
is it possible to report problems with sign-up?,registration_problems,registration_problems,0.992994395761456
I do not know how I can list the accepted payment modalitiws,check_payment_methods,check_payment_methods,0.9942679382971705
how to demand a compensation of my money?,get_refund,get_refund,0.9966127277113938
check ETA of order {{Order Number}},track_order,track_order,0.994894200847991
"I want to add something to purchase {{Order Number}}, help me",change_order,change_order,0.9936635091927818
uhave a method to submit an opinion for ur company,review,review,0.9944878931761201
where can i acquire an few of ur article,place_order,place_order,0.9944541104000546
how to set up my secondary shipping address?,set_up_shipping_address,set_up_shipping_address,0.9978756955108489
i want help to file a complaint against ur business,complaint,complaint,0.9939508865724535
help regarding payments,payment_issue,payment_issue,0.9886226270869818
can Icontact a person?,contact_human_agent,contact_human_agent,0.9941166640356115
would it be possible to talk to an operator?,contact_human_agent,contact_human_agent,0.9884828858009245
how can i see the bill #00108,check_invoice,check_invoice,0.9938005048416899
how can I check what hours I can reach customer service?,contact_customer_service,contact_customer_service,0.9949256423053704
where can I make a claim against your company?,complaint,complaint,0.9951187292739033
how to notify of a trouble with online payment,payment_issue,payment_issue,0.9962350667797798
need to inform of problems with registrations,registration_problems,registration_problems,0.995274611173126
i have a question about the termination of a standard acount,delete_account,delete_account,0.9942845806574349
need to remove the platinum account,delete_account,delete_account,0.9958489679850243
I am trying to unsubscribe from your newsletter,newsletter_subscription,newsletter_subscription,0.9950682117098543
can you help me checking the early exit fees?,check_cancellation_fee,check_cancellation_fee,0.9921685970782254
information about my subscription to your company newsletter,newsletter_subscription,newsletter_subscription,0.9970872198564491
editing data on gold account,edit_account,edit_account,0.9966551618987739
cance order {{Order Number}},cancel_order,cancel_order,0.9100725094535248
I want help to check in which cases can I ask for a refund,check_refund_policy,check_refund_policy,0.9947907702655762
need help canging to the premium account,switch_account,switch_account,0.9888527112015865
want help downloading the invoice  from {{Person Name}},get_invoice,get_invoice,0.9955084174078888
can uhelp me leaving a comment about ur services,review,review,0.995244884998153
I want assistance seeing how soon can I expect my parcel,delivery_period,delivery_period,0.9939269184633525
help adding an article to purchase {{Order Number}},change_order,change_order,0.9916316901622477
help recovering the password of my profile,recover_password,recover_password,0.9949559186023137
what do I need to do to download my bills from {{Person Name}}?,get_invoice,get_invoice,0.9941288395636926
I have to unsubscribe to your newsletter,newsletter_subscription,newsletter_subscription,0.9967752846722417
do you deliver to {{Delivery City}} ?,delivery_options,delivery_options,0.99490879902857
i dont know how to give a quick look at bill #37777,check_invoice,check_invoice,0.9927218633551681
I am waiting for a refund of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,0.9949538038290474
accepted payment methods,check_payment_methods,check_payment_methods,0.9959751355914385
i dont know what i need to do to open a {{Account Type}} account,create_account,create_account,0.9923447600300337
can you tell me more about a delivery address correction?,change_shipping_address,change_shipping_address,0.9966679268846633
i want assistznce signing up to ur company newsletter,newsletter_subscription,newsletter_subscription,0.9929581509664104
help with cancelling purchase {{Order Number}},cancel_order,cancel_order,0.995266664049021
I am trying to check your bloody reimbursement policy,check_refund_policy,check_refund_policy,0.9904841470188286
is it possible to inform of a sign-up issue,registration_problems,registration_problems,0.9934573637755261
need help to see the ETA of the purchase {{Order Number}},track_order,track_order,0.9967179608756772
i do not know how i could leave some feedback for a product,review,review,0.9907502478574116
hw to report troubles with payment?,payment_issue,payment_issue,0.9965388730574377
need help to see how long it takes for my shipment to arrive,delivery_period,delivery_period,0.9965172311233408
I am calling to write a review about a service,review,review,0.9946361366733414
I want help seeing when will my item arrive,delivery_period,delivery_period,0.9929023986169754
I need help opening a standard account,create_account,create_account,0.9940759973219379
wanna see bill #85632,check_invoice,check_invoice,0.993114559331609
assistance sending my feedback about ur services,review,review,0.9956880572249592
i dont know how to sign up to the newsletter,newsletter_subscription,newsletter_subscription,0.9940445684273183
can I check purchase {{Order Number}} status?,track_order,track_order,0.9971860818369324
I do not know how I candownload my bill #37777,get_invoice,get_invoice,0.9916576970970077
I don't know how I can report registration errors,registration_problems,registration_problems,0.9936368693906964
report issues with payments,payment_issue,payment_issue,0.9971252882149862
how do i see the termination penalty,check_cancellation_fee,check_cancellation_fee,0.9951132333233917
help me delete an article from purchase {{Order Number}},change_order,change_order,0.9936174870883788
use {{Account Type}} account,switch_account,switch_account,0.979449934058466
i need assistance talking with an agent,contact_human_agent,contact_human_agent,0.9932730566790235
"I have to speak with customer support, can you help me?",contact_customer_service,contact_customer_service,0.9945779203806602
I'm waiting for a reimbjrsement of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,0.9955927390421865
I do not know how I can cancel purchase {{Order Number}},cancel_order,cancel_order,0.9930495717396085
where do I change my shipping address?,change_shipping_address,change_shipping_address,0.9957713964495704
i aint registered yet help me opening an {{Account Type}} account,create_account,create_account,0.9957197384506281
can i place an oeder from {{Delivery City}},delivery_options,delivery_options,0.9947009918904355
need assistance seeing the withdrawal penalty,check_cancellation_fee,check_cancellation_fee,0.9939539568576023
how can i earn several of urarticle,place_order,place_order,0.9942110418799733
where doi see the withdrawal penalties,check_cancellation_fee,check_cancellation_fee,0.9946500224710143
I do not know what to do to check the cancellation penalties,check_cancellation_fee,check_cancellation_fee,0.9935297228378346
see order {{Order Number}} stats,track_order,track_order,0.9829507062071773
i have paid {{Currency Symbol}}{{Refund Amount}} for a product where to receive a rebate,get_refund,get_refund,0.9955532234239125
change to {{Account Type}} acount,switch_account,switch_account,0.9931071848448368
i dont know how to get a reimbursement of my money,get_refund,get_refund,0.9955640994901053
how can I locate the invoice #37777?,check_invoice,check_invoice,0.9936337407375334
get bill #00108,get_invoice,get_invoice,0.9935526647949073
I'm trying to notify of payment problems,payment_issue,payment_issue,0.9952115273705141
I cannot change some products of pirchase {{Order Number}},change_order,change_order,0.9963559971748356
can you help me to speak to a person?,contact_human_agent,contact_human_agent,0.9939191205212108
"I have to shop a few of your product, how could I do it?",place_order,place_order,0.9915937801907915
i do not know what to do to purchase several of ur product,place_order,place_order,0.9942203784183553
wat support trying to update my address,change_shipping_address,change_shipping_address,0.9958833565010815
what do I need to do to chat with a person?,contact_human_agent,contact_human_agent,0.9926099854597714
problem with canceling purchase {{Order Number}},cancel_order,cancel_order,0.9951951620482932
i cant chat with an operator,contact_human_agent,contact_human_agent,0.993842692886754
see status of purchase {{Order Number}},track_order,track_order,0.9827233626760012
I need hepl with opening a premium account,create_account,create_account,0.9950512256018659
download bill from {{Person Name}},get_invoice,get_invoice,0.9950525916542143
I have to contact an operator,contact_human_agent,contact_human_agent,0.9936975252490798
i purchased some fucking item cancel order {{Order Number}},cancel_order,cancel_order,0.9873762073500449
I want assistance to see the ETA of the order {{Order Number}},track_order,track_order,0.9955839422448481
how can I check the payment modalities?,check_payment_methods,check_payment_methods,0.9954202640684969
help recovering thr PIN of my profile,recover_password,recover_password,0.9940554434957605
how can i notify of an issue with a signup,registration_problems,registration_problems,0.9944328684995506
checking order {{Order Number}} current status,track_order,track_order,0.9958077413933126
I expect a rebate of {{Refund Amount}} dollars,track_refund,track_refund,0.9955111897573143
help me cancelling purchase {{Order Number}},cancel_order,cancel_order,0.9952146827186805
I am trying to speak to an agent,contact_human_agent,contact_human_agent,0.9938331049366883
edit details on freemium account,edit_account,edit_account,0.996046912743052
"I want to see the allowed payment methods , how can I do it?",check_payment_methods,check_payment_methods,0.994373404773707
can I close a {{Account Category}} account?,delete_account,delete_account,0.9934624489692615
"I have to find the damn bill from {{Person Name}}, help me",check_invoice,check_invoice,0.9920454600292046
"I wold like to talk to customer service, could you help me?",contact_customer_service,contact_customer_service,0.9907050510756498
show me my invoices fromn {{Person Name}},check_invoice,check_invoice,0.9888671738720509
i have an issue setting up my new dedlivery address,set_up_shipping_address,set_up_shipping_address,0.996242286716421
is it possible to purchase a few of your article?,place_order,place_order,0.9931037159112898
getting bill #37777,get_invoice,get_invoice,0.9921602445242342
I expect a rebate of {{Refund Amount}} dollars,track_refund,track_refund,0.9955111897573143
I need help to see the status of my newsletter subscription,newsletter_subscription,newsletter_subscription,0.9926782647243808
need to get the invoices from {{Person Name}},get_invoice,get_invoice,0.9957878625629756
can uhelp me to see how long reimbursements usually take,check_refund_policy,check_refund_policy,0.9937290709100598
need assistance modifying my user info,edit_account,edit_account,0.9865157595049858
I need help checking the allowed payment  options,check_payment_methods,check_payment_methods,0.9955177895045336
"I have to update purchase {{Order Number}}, how could I do it?",change_order,change_order,0.9870134618876619
"I want to reset the bloody key of my user, will you help me?",recover_password,recover_password,0.9874923641987836
leaving review about your company,review,review,0.9947186692041513
were do I see at what time I can reach customer service?,contact_customer_service,contact_customer_service,0.9947939866514325
need help filing an complaint against your company,complaint,complaint,0.9947697793314673
could you show me inwhat cases can I ask for refunds?,check_refund_policy,check_refund_policy,0.9888665892468355
where do I receive the corporate newsletter?,newsletter_subscription,newsletter_subscription,0.9960299969898804
I want assistance ordering an article,place_order,place_order,0.9908616841629615
I need help informing of an issue with payment,payment_issue,payment_issue,0.995243285919965
I am trying to earn several items,place_order,place_order,0.9922583653223586
help creating account,registration_problems,create_account,0.8596535089306471
i do not know what to do to cancel purchase {{Order Number}},cancel_order,cancel_order,0.993926784485994
is it possible to place a order from {{Delivery Country}}?,delivery_options,delivery_options,0.9937874629002023
I want help canceling the standard account,delete_account,delete_account,0.9868030896748133
where to recover the pass og my user account,recover_password,recover_password,0.9955342931550755
how can I get information about my newsletter subscription?,newsletter_subscription,newsletter_subscription,0.9926709134244202
"I lost my bill from {{Person Name}}, can you show them to me?",check_invoice,check_invoice,0.977710629403059
I do not know how I can receive the company newsletter,newsletter_subscription,newsletter_subscription,0.9950629611559125
I want help checking how soon can I expect the parcel,delivery_period,delivery_period,0.9934642376140891
help me retsore my pass,recover_password,recover_password,0.9925236033652186
I can't redtore my bloody user pwd,recover_password,recover_password,0.9785265341426755
i need help ordering several articles,place_order,place_order,0.9926678175906001
I need help entering the shipping address,set_up_shipping_address,set_up_shipping_address,0.9956036744700211
i try to talk with a person,contact_human_agent,contact_human_agent,0.995038557098816
cancel purchase  {{Order Number}},cancel_order,cancel_order,0.9918133205375205
